label,youtube_id,time_start,time_end,split,is_cc
reading book,KSFnKPS3Ol8,64,68,test,0
reading book,L3yIVkdL43E,30,35,test,0
reading book,L71DUOPJn88,242,245,test,0
reading book,S-E3rlSsrz0,23,28,test,0
reading book,cLqHYQY3Sjo,33,38,test,0
reading book,ftRFY6vUIEw,59,62,test,0
reading book,ok3F7541Ews,80,82,test,0
reading book,qdznL4VyV10,33,38,test,0
reading newspaper,-CY1TkCMwjM,41,51,test,0
reading newspaper,0PwWxpWlC-U,12,20,test,0
reading newspaper,62Sc2tcK7xc,6,11,test,0
reading newspaper,COppfZLpk-8,50,60,test,0
reading newspaper,JV3qQldC1eg,296,302,test,0
reading newspaper,UDuEHi7yrZ8,550,560,test,0
reading newspaper,Xp1oE4WvPuA,75,85,test,0
reading newspaper,aTSVeNeJxog,51,57,test,0
reading newspaper,gw2pK33hEWw,85,87,test,0
reading newspaper,oxmXnucXlMQ,150,154,test,0
shooting basketball,BT0Q_P1fBlY,387,390,test,0
shooting basketball,GyjPg9e1lvs,85,88,test,0
shooting basketball,L4lqtPwU5vY,93,94,test,0
shooting basketball,PzzMKgMU02M,27,28,test,0
shooting basketball,SdY0GFiME2c,450,452,test,0
shooting basketball,Sjmcire2g88,141,144,test,0
shooting basketball,XvpuGCv9hyo,29,30,test,0
shooting basketball,XvpuGCv9hyo,42,43,test,0
shooting basketball,YfTcVAUWc74,4,6,test,0
shooting basketball,lMucgdCqsqw,19,22,test,0
shooting basketball,lSxv5M4-8tE,40,41,test,0
shooting basketball,nd4TpqEJwEs,133,135,test,0
shooting basketball,nrlWz4aIkRI,3,4,test,0
shooting basketball,o1q2BURthvU,51,55,test,0
shooting basketball,o1q2BURthvU,151,152,test,0
shooting basketball,sByIMfW6aI0,9,11,test,0
shooting basketball,wILLcjlT58U,8,10,test,0
shooting basketball,xv60PJOPVgg,25,27,test,0
shooting basketball,zXem1xEiy-E,8,10,test,0
shooting goal (soccer),L4lqtPwU5vY,48,50,test,0
shooting goal (soccer),MuHA3dDr5JI,10,11,test,0
shooting goal (soccer),Pk2OTQENWro,7,11,test,0
shooting goal (soccer),RVlKVMy-oxI,240,243,test,0
shooting goal (soccer),Y22Tr4_naSk,37,39,test,0
shooting goal (soccer),Z2_P2eLs-oY,94,95,test,0
shooting goal (soccer),bFzzcjXUnD8,2,5,test,0
shooting goal (soccer),dbn_Nc3G8jA,4,6,test,0
shooting goal (soccer),eMXo3QIsFQo,140,143,test,0
shooting goal (soccer),ffBqvOzUU_A,88,90,test,0
shooting goal (soccer),j11ARKpK-8Q,67,69,test,0
shooting goal (soccer),j11ARKpK-8Q,82,86,test,0
shooting goal (soccer),vlxFyd_hi7I,65,68,test,0
shooting goal (soccer),vlxFyd_hi7I,90,93,test,0
skiing (not slalom or crosscountry),CGznm4YKiVU,205,206,test,0
skiing (not slalom or crosscountry),L-1AdOARfRU,90,92,test,0
skiing (not slalom or crosscountry),PU0-dmClrFY,11,21,test,0
skiing (not slalom or crosscountry),TRcCyetKj0o,184,187,test,0
skiing (not slalom or crosscountry),UV6cW4NoVhw,18,28,test,0
skiing (not slalom or crosscountry),XmoOJuF2kZ8,113,115,test,0
skiing (not slalom or crosscountry),dNmYajS1Gng,50,59,test,0
skiing (not slalom or crosscountry),j734kxPTeD8,240,246,test,0
skiing (not slalom or crosscountry),yk7yXdzabxY,27,30,test,0
skiing (not slalom or crosscountry),zseV_Vxy1xg,242,246,test,0
skiing slalom,0TuF-RqBhWs,137,147,test,0
skiing slalom,HxOm8k6PVb8,35,45,test,0
skiing slalom,KISD1YRTeCk,95,105,test,0
skiing slalom,Q4vDfKGz52Y,5,10,test,0
skiing slalom,SdY0GFiME2c,75,81,test,0
skiing slalom,iB3sn6RRKME,0,8,test,0
skiing slalom,j734kxPTeD8,257,267,test,0
skiing slalom,ogNC_prhefk,0,7,test,0
skiing slalom,pKnP88kWTKA,1536,1546,test,0
skiing slalom,xB5O3xFxm5Y,45,55,test,0
skipping rope,27e57LLAOM0,4,12,test,0
skipping rope,4PZAs22DgHA,29,39,test,0
skipping rope,CGMgGwKiHKg,4,14,test,0
skipping rope,FrSYiqa_eiA,28,38,test,0
skipping rope,M1qYDjgWF7g,68,78,test,0
skipping rope,MeIPJuWWznc,42,52,test,0
skipping rope,XZBs7xlrNAw,15,25,test,0
skipping rope,ldDONms8lAI,0,6,test,0
skipping rope,oRGRNNCGB08,0,10,test,0
skipping rope,vjy05xjkgkg,6,10,test,0
skipping rope,zvR84iiKECs,13,18,test,0
skipping rope,zvR84iiKECs,157,161,test,0
smoking,2BVHPrletXY,208,214,test,0
smoking,3IKir8rumOs,100,102,test,0
smoking,AOgag2eGxyE,53,57,test,0
smoking,COppfZLpk-8,18,20,test,0
smoking,EkxyU6gC0zQ,136,146,test,0
smoking,JiYtY-UpV_E,0,10,test,0
smoking,M5-HKclj15U,90,92,test,0
smoking,Ous_8Cm7G1s,156,160,test,0
smoking,PZxs-3Mfnr8,250,254,test,0
smoking,QHy1zMKfbmY,34,38,test,0
smoking,RWLqaD9v6N8,44,47,test,0
smoking,Tc78yPv_ztM,29,31,test,0
smoking,fYHOAFqdjaY,26,29,test,0
smoking,gYZbufD61Og,107,117,test,0
smoking,kGpDLyc59ik,41,51,test,0
smoking,o4jvz4kSC7E,80,81,test,0
smoking,oxmXnucXlMQ,165,171,test,0
smoking,twz6DMLXS4U,302,312,test,0
smoking,z9r4IWdxW1w,91,94,test,0
surfing water,05c4TS7obbM,52,53,test,0
surfing water,LR26Z9ySfXc,51,61,test,0
surfing water,TRcCyetKj0o,188,192,test,0
surfing water,bMNS3HYVpa0,5,11,test,0
surfing water,czIuu4xAJXY,165,171,test,0
surfing water,eMXo3QIsFQo,212,216,test,0
surfing water,fKtaBkCHwpU,5,7,test,0
surfing water,iHxLX1M7v2Q,865,868,test,0
surfing water,qgHpb__5AIA,30,36,test,0
surfing water,zVk-hIYzOXY,114,119,test,0
sweeping floor,E8JBLVSuOPM,102,106,test,0
sweeping floor,K1MQX20MHE4,0,10,test,0
sweeping floor,L4lqtPwU5vY,162,166,test,0
sweeping floor,Vx0iQQWYaB0,16,18,test,0
sweeping floor,an1BQc5Nitg,113,118,test,0
sweeping floor,an1BQc5Nitg,139,142,test,0
sweeping floor,jxHnpPtlGfM,0,2,test,0
sweeping floor,qBGgfVdl43w,321,323,test,0
sweeping floor,tJVNul1R24o,0,5,test,0
sweeping floor,utUp-BoIErA,91,99,test,0
sweeping floor,vXLLSsfJgMk,294,299,test,0
sword fighting,-8wp06ZwKQc,0,4,test,0
sword fighting,05IGI2SgarU,113,123,test,0
sword fighting,3_mPgxrywfI,90,91,test,0
sword fighting,7qFtea79UQE,157,160,test,0
sword fighting,7qFtea79UQE,160,162,test,0
sword fighting,FUIqsc5hMMQ,48,53,test,0
sword fighting,JvfW7e6H-io,43,45,test,0
sword fighting,MeJZ8NOP4IU,2,5,test,0
sword fighting,S4E02y5K2Fc,13,19,test,0
sword fighting,TRcCyetKj0o,304,308,test,0
sword fighting,UbDd0WJE3LU,0,10,test,0
sword fighting,XUwYB1vVgK0,106,110,test,0
sword fighting,hXFx9M9e6Bo,70,75,test,0
sword fighting,mJ0yvdpCZdc,0,9,test,0
sword fighting,n7isYwg7ooc,183,186,test,0
sword fighting,pHtvEIWftR4,15,19,test,0
sword fighting,tu3JQ2edqA0,29,33,test,0
tying tie,5CV-aGIS00w,77,79,test,0
tying tie,8FtwAj8XQ7o,230,240,test,0
tying tie,COppfZLpk-8,205,208,test,0
tying tie,JPBjBflm7V4,52,54,test,0
tying tie,ZsoPVDvWzLA,19,29,test,0
tying tie,dbPOVCeb8dU,283,284,test,0
tying tie,ktaZ7IRhifs,20,24,test,0
tying tie,nPCH31K5ISg,9,13,test,0
walking the dog,-N5zNXtTF-E,15,18,test,0
walking the dog,05c4TS7obbM,77,80,test,0
walking the dog,1lukUCL5pS4,270,277,test,0
walking the dog,7pkMMm2BhTg,12,17,test,0
walking the dog,CmwzhtJ98tk,25,31,test,0
walking the dog,K2Ny4BjAc1o,0,7,test,0
walking the dog,Kby4miFDaco,30,36,test,0
walking the dog,KqbXanPwUZg,96,100,test,0
walking the dog,PVwuEaln_6E,22,32,test,0
walking the dog,U7d5rZ944Vs,53,54,test,0
walking the dog,ZTjXEV-mvgY,11,14,test,0
walking the dog,_qs0XOPOp5U,166,174,test,0
walking the dog,cGt5BblpKvQ,47,53,test,0
walking the dog,oxmXnucXlMQ,55,57,test,0
walking the dog,yMVRfX-cYRk,84,89,test,0
writing,13UBd2tR_sg,20,21,test,0
writing,3CHYTZ1Zhug,0,6,test,0
writing,CX77AwLLDcE,26,28,test,0
writing,FGM8u4oX9Xw,85,87,test,0
writing,N4WKMa_KKYc,17,19,test,0
writing,UOJPlbURmwM,48,49,test,0
writing,aGZL2rw-qtk,117,127,test,0
writing,prstk5Ol85U,10,11,test,0
writing,rDr3LnYDK7g,110,111,test,0
writing,rDr3LnYDK7g,113,115,test,0
writing,rDr3LnYDK7g,120,122,test,0
writing,x9I8pjBmX28,77,84,test,0
writing,xu3hDsutNjU,20,30,test,0
